50
https://www.ynetnews.com/article/r1yXdHTsv, Netanyahu, 12, Gantz, 0
https://www.ynetnews.com/article/ByBoKepsD, -
https://www.ynetnews.com/article/SyheWC2ov, -
https://www.ynetnews.com/article/r1YFXTnjD, -
https://www.ynetnews.com/article/SynMuchoD, -
https://www.ynetnews.com/article/ryImqniiD, -
https://www.ynetnews.com/article/BkFmh6oiD, -
https://www.ynetnews.com/article/SyMnz5ijP, -
https://www.ynetnews.com/article/Hkrg49sjP, -
https://www.ynetnews.com/article/rkfraHsow, Netanyahu, 2, Gantz, 0
https://www.ynetnews.com/article/Syn7HS9sP, -
https://www.ynetnews.com/article/HJAeBDciw, -
https://www.ynetnews.com/article/H1XQxEcsw, Netanyahu, 2, Gantz, 0
https://www.ynetnews.com/article/SJx7u7ciw, Netanyahu, 3, Gantz, 0
https://www.ynetnews.com/article/S1fmjMciv, -
https://www.ynetnews.com/article/ryAw919ov, Netanyahu, 2, Gantz, 2
https://www.ynetnews.com/article/Skz1ArUoP, -
https://www.ynetnews.com/article/HJFxeaUjv, -
https://www.ynetnews.com/article/Bycl3dUjw, -
https://www.ynetnews.com/article/BJ1g3PUov, -
https://www.ynetnews.com/article/YOQCSLYJP, -
https://www.ynetnews.com/article/ry3jdw8sD, -
https://www.ynetnews.com/article/SJ5cqSUsP, Netanyahu, 8, Gantz, 9
https://www.ynetnews.com/article/SyYWWG8sP, -
https://www.ynetnews.com/article/SkPLMg8oD, -
https://www.ynetnews.com/article/Syg1hUrsD, Netanyahu, 9, Gantz, 4
https://www.ynetnews.com/article/BkNdBBrsv, -
https://www.ynetnews.com/article/C9JH8MHUF, Netanyahu, 4, Gantz, 4
https://www.ynetnews.com/article/SJVNSQBjw, Netanyahu, 2, Gantz, 0
https://www.ynetnews.com/article/r1M80zHsD, -
https://www.ynetnews.com/article/rkG7GfBjw, Netanyahu, 2, Gantz, 0
https://www.ynetnews.com/article/0YZ99ETUR, Netanyahu, 4, Gantz, 8
https://www.ynetnews.com/article/S14BfJHiv, -
https://www.ynetnews.com/article/HJ2geR4sP, Netanyahu, 3, Gantz, 7
https://www.ynetnews.com/article/SJCBU34sP, -
https://www.ynetnews.com/article/SykDU7VsD, Netanyahu, 3, Gantz, 0
https://www.ynetnews.com/article/BkLtxfVjw, Netanyahu, 8, Gantz, 0
https://www.ynetnews.com/article/Hk97uZ4iP, Netanyahu, 4, Gantz, 9
https://www.ynetnews.com/article/rJespkViw, -
https://www.ynetnews.com/article/BkYsNqQsP, -
https://www.ynetnews.com/article/KS5QJEK33, -
https://www.ynetnews.com/article/HkGdUcQiP, Netanyahu, 3, Gantz, 0
https://www.ynetnews.com/article/B1iWAuQoP, -
https://www.ynetnews.com/article/S1d1ovmiv, -
https://www.ynetnews.com/article/H155sAMoD, -
https://www.ynetnews.com/article/HkT6DqfoP, Netanyahu, 2, Gantz, 0
https://www.ynetnews.com/article/SkznETMsD, -
https://www.ynetnews.com/article/S1I9aFzoP, Netanyahu, 3, Gantz, 0
https://www.ynetnews.com/article/BkLLKvzov, -
https://www.ynetnews.com/article/r1tzjvfjD, -
